,제목,장르,작가,조회수,댓글,연재수,연재 시작일,최신 연재일,평점
1117,심부름센터 좋은사람들,드라마,이수진,7.1만,전체 456,전체 32,21.09.24,21.09.24,9.8
1118,데블스쿨,드라마,수오,6.4만,전체 438,전체 35,21.09.06,21.09.06,9.8
1119,신의 비늘을 삼킨 소녀 [단행본],드라마,김하늬,"1,995",전체 4,전체 5,21.08.31,21.09.12,10.0
1120,신의 비늘을 삼킨 소녀,드라마,김하늬,150.8만,"전체 2,589",전체 100,21.08.31,21.10.05,9.7
1121,SF 정거장,드라마,"이민섭,유목연,강다연,이정인,이현섭,이채하,이시도,이작연,차물들",7.6만,전체 408,전체 107,21.08.27,21.09.10,9.4
1122,Now Loading,드라마,수업중필담,"3,101",전체 118,전체 15,21.08.04,21.08.04,10.0
1123,왕세자의 살인법 [단행본],드라마,초연(서아람),"7,839",전체 11,전체 4,21.07.31,21.08.24,8.7
1124,도시괴담: 이름짓는 신의 마을,드라마,녹차백만잔,53만,"전체 1,067",전체 100,21.06.25,21.10.01,9.6
1125,종말을 막기 위해 황천에서 왔습니다,드라마,크게 빛나리,952,전체 1,전체 100,21.05.31,21.09.23,10.0
1126,별자리 살인마 : 너를 추억한다,드라마,징구빙구,15.9만,전체 304,전체 79,21.05.24,21.06.12,9.0
1127,괴담 바이러스,드라마,전건우,50.9만,"전체 1,513",전체 80,21.05.13,21.08.20,9.7
1128,삼별초,드라마,"유현종,리지",23.4만,전체 344,전체 86,21.05.03,21.06.22,9.8
1129,산인 막둥이-山林外史 [단행본],드라마,소년행,4.6만,전체 30,전체 11,21.04.30,21.09.19,10.0
1130,기억의 덫,드라마,마살,"3,702",전체 21,전체 88,21.04.30,21.05.12,10.0
1131,나비 - 지옥에서 돌아온 자 [단행본],드라마,PeDe,553,전체 3,전체 2,21.04.03,21.04.03,10.0
1132,나비 - 지옥에서 돌아온 자,드라마,PeDe,75.5만,"전체 1,669",전체 45,21.07.26,21.04.03,9.7
1133,19금,드라마,19금,19금,19금,19금,19금,19금,19금
1134,나는 아이돌입니다,드라마,샤론,"2,756",전체 14,전체 25,21.03.12,21.03.12,10.0
1135,팩트 피싱 [단행본],드라마,잠빛,694,전체 1,전체 2,21.02.28,21.02.28,7.4
1136,팩트 피싱,드라마,잠빛,57.7만,"전체 2,145",전체 58,21.12.08,21.03.07,9.8
1137,옥수수밭에 부는 회오리바람 [단행본],드라마,노내임,332,전체 14,전체 2,21.02.26,21.02.26,10.0
1138,옥수수밭에 부는 회오리바람,드라마,노내임,4.1만,전체 160,전체 10,21.02.26,21.02.26,9.7
1139,엘리제만을 위하여 [단행본],드라마,은잠,652,전체 1,전체 2,21.02.24,21.02.24,10.0
1140,엘리제만을 위하여,드라마,은잠,6.4만,전체 85,전체 11,21.02.24,21.03.30,9.6
1141,뉴 월드 [단행본],드라마,박에스더,237,전체 1,전체 2,21.02.22,21.02.22,10.0
1142,뉴 월드,드라마,박에스더,5만,전체 448,전체 10,21.02.22,21.02.22,9.8
1143,귀신 보는 변호사 [단행본],드라마,탄막,"2,033",전체 3,전체 2,21.01.31,21.01.31,8.7
1144,블랙아웃 [단행본],드라마,권혁진,879,전체 2,전체 2,21.01.13,21.01.13,10.0
1145,블랙아웃,드라마,권혁진,38.1만,"전체 2,075",전체 30,20.12.31,20.12.31,9.7
1146,1931 흡혈마전,드라마,김나경,16.4만,전체 462,전체 30,20.12.04,20.12.04,9.5
1147,검사님의 보육일지 [단행본],드라마,초연(서아람),"1,859",전체 0,전체 5,20.10.24,20.10.24,10.0
1148,검사님의 보육일지,드라마,초연(서아람),209.2만,"전체 3,724",전체 124,20.08.28,20.11.08,9.6
1149,SF 위크,드라마,"강현,김다민,송은우,이멍,이수진,정선오,지은담",1.5만,전체 458,전체 40,20.08.25,20.08.31,9.8
1150,곰탕 : 미래에서 온 살인자 [단행본],드라마,김영탁,"3,788",전체 2,전체 2,20.06.05,20.06.05,10.0
1151,일곱번째 배심원 [단행본],드라마,윤홍기,"1,173",전체 0,전체 2,20.05.27,20.05.27,10.0
1152,경계인 [단행본],드라마,렌카,"1,647",전체 2,전체 3,20.05.27,20.05.27,10.0
1153,암흑검사 [단행본],드라마,초연(서아람),"8,054",전체 4,전체 3,20.05.27,20.05.27,8.9
1154,콩가루 수사단 : 가족의 비밀 [단행본],드라마,주영하,"8,064",전체 22,전체 3,20.05.22,20.05.22,9.4
1155,살인자에게 [단행본],드라마,김선미,812,전체 1,전체 2,20.04.29,20.04.29,10.0
1156,내가 죽였다 [단행본],드라마,정해연,"5,254",전체 7,전체 3,20.04.29,20.04.29,10.0
1157,호랑낭자 뎐 [단행본],드라마,이재인,"5,967",전체 5,전체 2,20.04.29,20.04.29,10.0
1158,반전이 없다 [단행본],드라마,조영주,583,전체 2,전체 2,20.04.24,20.04.24,6.0
1159,게임을 제안하겠습니다 [단행본],드라마,하람,"1,442",전체 10,전체 3,20.04.22,20.04.22,10.0
1160,19금,드라마,19금,19금,19금,19금,19금,19금,19금
1161,19금,드라마,19금,19금,19금,19금,19금,19금,19금
1162,19금,드라마,19금,19금,19금,19금,19금,19금,19금
1163,19금,드라마,19금,19금,19금,19금,19금,19금,19금
1164,연화전 [단행본],드라마,정재한,"6,910",전체 3,전체 6,20.04.22,20.04.22,8.7
1165,게임을 제안하겠습니다,드라마,하람,9.2만,전체 399,전체 89,20.04.14,20.05.21,8.7
1166,살인자에게,드라마,김선미,18.9만,전체 819,전체 43,20.05.27,20.02.23,9.9
1167,길동의 나라,드라마,라은,1.2만,전체 24,전체 74,20.01.02,20.02.23,10.0
1168,19금,드라마,19금,19금,19금,19금,19금,19금,19금
1169,반전이 없다,드라마,조영주,13.7만,"전체 3,624",전체 28,20.05.27,19.05.03,9.7
1170,무지개의 정원사,드라마,이우혁,111.1만,"전체 4,085",전체 156,18.04.30,19.03.07,9.5
1171,미남당 사건 수첩,드라마,정재한,272.1만,"전체 6,451",전체 40,22.06.27,18.04.12,9.8
1172,19금,드라마,19금,19금,19금,19금,19금,19금,19금
1173,19금,드라마,19금,19금,19금,19금,19금,19금,19금
1174,19금,드라마,19금,19금,19금,19금,19금,19금,19금
1175,19금,드라마,19금,19금,19금,19금,19금,19금,19금
1176,19금,드라마,19금,19금,19금,19금,19금,19금,19금
1177,경성탐정록,드라마,한동진,84.1만,"전체 1,226",전체 112,17.06.25,17.09.10,9.9
1178,지옥도,드라마,박한진,34.3만,전체 707,전체 25,17.06.04,17.06.04,9.8
1179,오프 더 레코드,드라마,무정영,65.9만,"전체 1,638",전체 38,17.05.14,17.05.14,9.9
1180,동해,드라마,유호,9.9만,전체 57,전체 60,16.12.14,16.12.14,9.9
1181,어른 소녀,드라마,김지은,95.5만,"전체 1,275",전체 91,16.11.30,18.03.14,9.8
1182,혈맥(The Iron Vein) 3부 [개정판],드라마,타사우프,16.7만,전체 27,전체 560,16.05.02,16.05.02,10.0
1183,레드 트라이엄프,드라마,유호,4.9만,전체 17,전체 30,15.09.02,15.09.02,10.0
1184,두 개의 태양,드라마,유호,73.5만,전체 318,전체 60,15.06.30,15.06.30,9.7
1185,북미전쟁,드라마,안종선,7.4만,전체 314,전체 300,14.03.11,14.07.02,10.0
1186,독도를 지켜라,드라마,두드리자,5.1만,전체 18,전체 150,14.01.29,14.03.05,9.1
1187,0골드로 시작하는 악녀 생활,로맨스판타지,겨울잎,166.3만,"전체 1,218",전체 96,24.06.24,24.06.26,9.8
1188,마론 후작,로맨스판타지,자야,"4,924.6만",전체 4.8만,전체 378,23.07.07,24.06.18,10.0
1189,진짜 가주는 나였다,로맨스판타지,파란맛솜사탕,"1,681.9만",전체 1.5만,전체 217,20.08.08,24.06.21,9.9
1190,시한부를 즐겼을 뿐이었는데,로맨스판타지,다나,"1,510.5만",전체 1.2만,전체 212,21.12.22,24.06.21,9.9
1191,몰락 세가의 시한부 영약,로맨스판타지,프리드리히,"4,157.2만",전체 3.9만,전체 494,22.03.10,24.06.26,10.0
1192,아이돌 성녀님,로맨스판타지,모예리,9.2만,전체 189,전체 90,24.06.26,24.06.26,9.8
1193,빙의자를 위한 특혜,로맨스판타지,이린비,"9,371.9만",전체 12.5만,전체 543,21.04.16,24.06.08,10.0
1194,악녀인데 하트 받아버렸다,로맨스판타지,주해온,358.1만,"전체 2,393",전체 113,24.05.31,24.06.26,8.9
1195,남궁세가 손녀딸의 귀환,로맨스판타지,The eun,"2,222.4만",전체 1.2만,전체 272,23.11.04,24.06.26,9.9
1196,19금,로맨스판타지,19금,19금,19금,19금,19금,19금,19금
1197,황제와 비밀 연애 중인데 나는 그걸 몰라,로맨스판타지,베킷,414.7만,"전체 2,648",전체 113,24.06.05,24.06.26,9.7
1198,무림최강 남궁세가 막내딸입니다,로맨스판타지,공라희,"1,677만",전체 1.2만,전체 578,22.05.16,24.06.26,9.8
1199,멍문세가를 호령하는 아기 고양이입니다,로맨스판타지,아울킴,216.8만,"전체 1,690",전체 122,24.06.15,24.06.26,9.8
1200,악녀의 회귀자 갱생 플랜,로맨스판타지,김코끼리,104.7만,전체 779,전체 100,24.06.21,24.06.26,9.8
1201,19금,로맨스판타지,19금,19금,19금,19금,19금,19금,19금
1202,눈먼 공작과 약혼했다,로맨스판타지,콩작,"1,204.1만","전체 9,225",전체 161,24.04.14,24.06.11,9.9
1203,나쁜 시녀들,로맨스판타지,자야,"3,546.7만",전체 3.3만,전체 295,21.11.26,24.05.15,10.0
1204,병아리반 헌터는 효도 중!,로맨스판타지,밀차,"1,444.7만",전체 1.8만,전체 226,23.12.31,24.06.26,9.9
1205,세 번 사는 악녀의 소소한 복수 플랜,로맨스판타지,달슬,868.6만,"전체 5,382",전체 153,24.05.04,24.06.26,9.8
1206,무림세가 천대받는 손녀 딸이 되었다,로맨스판타지,마루별,1.1억,전체 5.8만,전체 357,20.12.31,23.02.13,9.9
1207,"영웅은 됐어요, 은퇴라면 몰라도",로맨스판타지,MON쉘,989.2만,"전체 6,606",전체 204,22.11.06,24.06.15,9.8
1208,이제 울어도 될까요?,로맨스판타지,유이란,905.1만,전체 1만,전체 285,23.10.18,24.06.26,9.9
1209,엄마가 계약결혼 했다,로맨스판타지,시야,"2,869.2만",전체 1.8만,전체 171,21.08.14,23.01.04,9.8
1210,랭커를 위한 바른 생활 안내서,로맨스판타지,톄제,"9,764.9만",전체 18.6만,전체 477,20.08.31,24.06.25,9.9
1211,19금,로맨스판타지,19금,19금,19금,19금,19금,19금,19금
1212,남편을 내 편으로 만드는 방법,로맨스판타지,냥이와향신료,"3,003.4만",전체 2.5만,전체 157,19.12.29,20.04.17,9.8
1213,아기님 캐시로 로판 달린다,로맨스판타지,주해온,"6,013.4만",전체 6.5만,전체 354,20.10.10,23.09.12,9.8
1214,BJ악역영애,로맨스판타지,한이림,"1,591.9만",전체 2.9만,전체 338,22.09.16,24.06.15,9.9
1215,악역 황녀님이 망할 기사단을 살림,로맨스판타지,Rana,331.8만,"전체 2,101",전체 163,24.04.30,24.06.26,9.8
1216,살인귀 황태자를 교육하는 법,로맨스판타지,구운빵,55.4만,전체 560,전체 97,24.06.19,24.06.26,9.8
1217,일코하는 황녀님,로맨스판타지,양과람,798만,"전체 7,593",전체 132,23.11.18,24.06.21,9.8
1218,점괘보는 공녀님,로맨스판타지,사이딘,"7,476.8만",전체 5.3만,전체 274,22.06.03,23.10.22,9.9
1219,19금,로맨스판타지,19금,19금,19금,19금,19금,19금,19금
1220,19금,로맨스판타지,19금,19금,19금,19금,19금,19금,19금
1221,이번 생은 가주가 되겠습니다,로맨스판타지,김로아,2.4억,전체 19.2만,전체 314,19.05.16,22.01.12,10.0
1222,꼬마 며느리가 다 살림!,로맨스판타지,윤하월,170.6만,"전체 1,118",전체 109,24.06.07,24.06.26,9.8
1223,"돈봉투, 제가 한번 받아보겠습니다",로맨스판타지,밤은달,345.3만,"전체 2,555",전체 178,24.03.12,24.06.26,9.9
1224,사천당가 막내딸은 천재 명의랍니다,로맨스판타지,천지수,56.2만,전체 455,전체 101,24.06.12,24.06.26,9.6
1225,"악역에 빙의했지만, 고양이나 키울래요",로맨스판타지,찬연,465만,"전체 8,344",전체 205,20.12.11,24.06.19,9.9
1226,악녀라서 편하고 좋은데요?,로맨스판타지,망고킴,1.1억,전체 8만,전체 217,20.08.22,22.12.18,10.0
1227,오늘부로 황궁의 실세는 저입니다만,로맨스판타지,카밍,7.8만,전체 97,전체 80,24.06.25,24.06.25,9.2
1228,남주들의 집착보다 내 탈영이 빠르겠다,로맨스판타지,아듀,"2,786.5만",전체 4.4만,전체 257,21.12.04,24.06.15,9.9
1229,장르를 바꿔보도록 하겠습니다,로맨스판타지,KEN,"5,917.8만",전체 4.8만,전체 188,18.11.09,21.05.03,10.0
1230,바이올렛의 한마디,로맨스판타지,리사벨,416.3만,"전체 2,664",전체 133,24.04.20,24.06.26,9.7
1231,19금,로맨스판타지,19금,19금,19금,19금,19금,19금,19금
1232,폭군의 침방 시녀가 되었다,로맨스판타지,주예령,"1,626만",전체 2.2만,전체 181,21.01.14,24.06.01,9.9
1233,공포게임 속 백치 영애로 살아남기,로맨스판타지,감귤타르트,257.1만,"전체 4,481",전체 154,24.03.31,24.06.26,9.9
1234,이혼 전략,로맨스판타지,하로제,653만,"전체 6,806",전체 189,22.10.31,24.06.24,9.8
1235,충신은 버림받은 황자비,로맨스판타지,보엠1800,97.2만,전체 758,전체 116,24.06.13,24.06.25,9.6
1236,금손 아기님이 전부 다 고침!,로맨스판타지,하이마이디어,554.6만,"전체 2,699",전체 174,24.03.16,24.06.20,9.5
1237,구원이 필요하신가요?,로맨스판타지,예훤,96.9만,"전체 2,880",전체 208,22.10.30,24.06.25,9.7
1238,19금,로맨스판타지,19금,19금,19금,19금,19금,19금,19금
1239,남주의 입양딸이 되었습니다,로맨스판타지,라티네,"6,647.1만",전체 5.3만,전체 341,20.01.12,21.09.27,9.9
1240,정의로운 미친개의 며느리가 되었다,로맨스판타지,누오바,444.3만,"전체 5,427",전체 358,21.12.12,24.06.25,9.9
1241,너에게 빼앗을 왕관,로맨스판타지,윌브라이트,968.7만,"전체 5,813",전체 153,24.03.28,24.05.11,9.7
1242,흑막 범고래 아기님,로맨스판타지,문시현,"1,177.3만",전체 1.2만,전체 276,22.09.02,23.03.13,9.8
1243,신데렐라는 이 멧밭쥐가 데려갑니다,로맨스판타지,설이수,"1,005.5만","전체 7,979",전체 266,23.10.14,24.06.26,9.9
1244,19금,로맨스판타지,19금,19금,19금,19금,19금,19금,19금
1245,저택은 봄을 기다린다,로맨스판타지,이보라,477.9만,"전체 8,096",전체 248,24.01.20,24.06.26,9.5
1246,악역의 엔딩은 죽음뿐,로맨스판타지,권겨을,1.5억,전체 22.8만,전체 279,19.03.31,20.08.03,10.0
1247,"원작은 모르겠고, 먹고 살기도 바쁩니다",로맨스판타지,이터늘,945.3만,"전체 7,081",전체 243,23.03.20,24.02.24,9.7
1248,힘을 숨겨도 공녀가 제일 강함,로맨스판타지,설윤영,265.2만,"전체 2,614",전체 170,24.03.08,24.05.22,9.8
1249,여주가 세계를 구함,로맨스판타지,김로아,941.9만,전체 1.3만,전체 179,24.02.29,24.06.14,9.9
1250,금발의 정령사 [개정판],로맨스판타지,글비,"6,336.6만",전체 11.6만,전체 706,18.01.26,24.06.26,9.9
1251,악당 가문의 상속녀입니다,로맨스판타지,달슬,"3,338.5만",전체 2.6만,전체 287,21.10.16,24.02.11,10.0
1252,회귀한 아기는 육아를 거절합니다,로맨스판타지,김구슬,878.8만,"전체 6,192",전체 283,23.10.22,24.06.04,9.8
1253,신성력은 돈으로 사겠습니다,로맨스판타지,녹타,"1,227.8만","전체 9,431",전체 269,23.11.10,24.06.09,9.9
1254,이상한데 효과적인 악녀 생활,로맨스판타지,유나진,"1,984.6만",전체 1.8만,전체 197,22.11.18,23.02.17,9.9
1255,사랑받는 언니가 사라진 세계,로맨스판타지,나유혜,"3,080.7만",전체 3만,전체 176,20.04.10,23.01.05,9.9
1256,말단 공무원은 출세가 하고 싶어서,로맨스판타지,유나진,"1,212.9만",전체 1.1만,전체 171,24.01.31,24.04.04,9.9
1257,육아물 여주인공의 새언니,로맨스판타지,금눈새,"1,002.3만",전체 1.5만,전체 301,22.03.10,23.05.24,9.8
1258,아빠가 힘을 숨김,로맨스판타지,고은채,"3,919.1만",전체 5.3만,전체 304,22.08.12,23.12.13,9.9
1259,사자와 왕녀,로맨스판타지,자야,"1,500.8만",전체 1.6만,전체 189,18.07.19,19.03.28,10.0
1260,해적들의 사랑받는 공주님,로맨스판타지,달공방,82.1만,전체 912,전체 105,24.06.09,24.06.26,9.8
1261,후회 남주를 위한 흥신소 절찬 영업 중!,로맨스판타지,몬짹짹,247.7만,"전체 2,879",전체 203,24.01.18,24.06.20,9.9
1262,구경하는 들러리양,로맨스판타지,엘리아냥,"5,394만",전체 6.9만,전체 189,16.01.29,24.06.23,10.0
1263,19금,로맨스판타지,19금,19금,19금,19금,19금,19금,19금
1264,최강자 남주의 라이벌을 그만두었더니,로맨스판타지,유나진,"2,872만",전체 3.6만,전체 169,21.06.12,24.05.24,10.0
1265,가짜를 위한 장소는 없다,로맨스판타지,오앤,"2,776.2만",전체 2.2만,전체 189,20.11.12,24.03.19,9.9
1266,막내온탑,로맨스판타지,주해온,"3,003.4만",전체 2.9만,전체 300,22.06.30,23.04.15,9.6
1267,복수는 이렇게 하는 거다,로맨스판타지,한보연,"1,554.5만",전체 1.2만,전체 242,23.03.10,23.06.28,9.8
1268,공주보다 시녀가 천직이었습니다,로맨스판타지,김뽀삐,"2,870.5만",전체 2.2만,전체 216,21.04.02,24.03.01,9.9
1269,악녀들을 위한 안내서,로맨스판타지,자야,"2,098.6만",전체 2.6만,전체 223,19.12.14,23.10.27,10.0
1270,이 3세는 악역입니다,로맨스판타지,리샤,1.2억,전체 9만,전체 390,21.09.17,22.12.21,8.5
1271,후회가 우리를 살게 한다면,로맨스판타지,권도윤,130.2만,"전체 1,771",전체 185,24.04.12,24.06.26,9.7
1272,"한날한시에 죽어요, 누나",로맨스판타지,라티네,144.3만,"전체 2,204",전체 225,23.12.10,24.05.26,9.8
1273,에보니,로맨스판타지,자야,"7,502.3만",전체 6.4만,전체 280,17.07.10,18.01.26,9.9
1274,시그리드,로맨스판타지,시야,"6,709만",전체 5만,전체 172,16.04.29,23.01.08,9.9
1275,19금,로맨스판타지,19금,19금,19금,19금,19금,19금,19금
1276,악녀 언니를 구하러 온 용감한 강아지입니다,로맨스판타지,여로은,622.1만,"전체 7,179",전체 191,24.02.10,24.06.15,9.9
1277,"남편은 됐고, 돈이나 벌렵니다",로맨스판타지,주해온,"4,809.4만",전체 4.8만,전체 205,19.04.12,22.10.10,9.8
1278,병약한 아빠를 간호했을 뿐인데,로맨스판타지,목새달,614.5만,"전체 6,313",전체 161,22.05.26,24.05.18,9.9
1279,"물어 와요, 황제 폐하",로맨스판타지,파워숄더,75.2만,"전체 1,070",전체 242,23.11.06,24.06.27,9.6
1280,아기 마님은 복수 메이커 [단행본],로맨스판타지,리사벨,"6,343",전체 0,전체 10,24.01.26,24.01.26,8.0
1281,버림받느니 버리겠습니다,로맨스판타지,엘루앙,539.1만,전체 1만,전체 171,19.09.25,24.06.17,8.7
